web-scraper-order,web-scraper-start-url,base_link,base_link-href,superficie,price,adresse,img
"1740019257-2354","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-160-m-yoff-3439726","160","80 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3439726_uploaded_image1_1637028923.jpg""); width: 671px;"
"1740019266-2355","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-167m-yoff-3439728","167","80 000 000 CFA","Yoff, Dakar, Sénégal",""
"1740019279-2356","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-160-m-yoff-3439731","160","80 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3439731_uploaded_image2_1637031048.jpeg""); width: 671px;"
"1740019290-2357","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-167m-yoff-3439733","167","80 000 000 CFA","Yoff, Dakar, Sénégal",""
"1740019293-2358","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-100-hectares-bambilor-3439832","1000000 m2","18 000 CFA","Djida Thiaroye Kaw, Sénégal","background-image: url(""https://images.coinafrique.com/3439832_uploaded_image1_1637045855.jpg""); width: 671px;"
"1740019320-2359","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-ouest-foire-3440749","150 m2","50 000 000 CFA","Dakar, Sénégal",""
"1740019323-2360","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-sicap-liberte-3440915","200","80 000 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3440915_uploaded_image1_1637079750.jpg""); width: 671px;"
"1740019325-2361","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-lac-rose-3441138","150","6 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3441138_uploaded_image1_1637091690.jpg""); width: 671px;"
"1740019329-2362","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-deni-biram-ndao-3441149","","5 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3441149_uploaded_image1_1637092317.jpg""); width: 671px;"
"1740019333-2363","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-3441393","225 m2","450 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3441393_uploaded_image2_1637109097.jpeg""); width: 671px;"
"1740019336-2364","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-1200-m2-sindia-3441900","1200","28 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3441900_uploaded_image1_1637147171.jpg""); width: 671px;"
"1740019340-2365","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-malicounda-3441914","300 m2","2 500 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3441914_uploaded_image1_1637147728.jpg""); width: 671px;"
"1740019345-2366","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-sicap-liberte-3395376","150","75 000 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3395376_uploaded_image1_1634742180.jpg""); width: 671px;"
"1740019349-2367","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m-mboro-plage-3442870","300 m2","3 000 000 CFA","Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/3442870_uploaded_image1_1637183048.jpg""); width: 671px;"
"1740019353-2368","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massamba-gueye-3443036","320 m2","3 000 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3443036_uploaded_image1_1637194197.jpg""); width: 671px;"
"1740019358-2369","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200m-cite-mbakiyou-faye-3443050","200 m2","60 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3443050_uploaded_image1_1637195741.jpg""); width: 671px;"
"1740019363-2370","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-somone-3443608","300 m2","7 500 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3443608_uploaded_image1_1637235909.jpg""); width: 671px;"
"1740019367-2371","https://sn.coinafrique.com/categorie/terrains?page=82","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-ouakam-3443752","200 m2","70 000 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3443752_uploaded_image1_1637239434.jpg""); width: 671px;"
